,datasetId,dsName,sumFormula,adduct,type
23741,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C11H12N2O4,+K,off
23742,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C14H8N2O3,+Na,off
23743,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C12H11O6,+Na,off
23744,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C15H10N2O,+K,off
23745,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C11H12N2O3S,+Na,off
23746,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C10H12N4O3,+K,off
23748,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C18H35NO,+H,off
23749,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C15H10O6,+H,off
23750,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C14H20O6,+H,off
23751,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C9H12NO6P,+Na,off
23752,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C16H20O3,+Na,off
23753,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C15H11ClN2O2,+H,off
23754,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C13H16N2O4,+Na,on
23755,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C10H12N4O4,+K,off
23756,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C10H12N4O5,+Na,on
23757,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C11H12O6S,+Na,off
23758,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C11H12O7,+K,off
23759,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C16H22N2O3,+H,off
23760,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C12H18O4S2,+H,on
23762,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C11H15N5O3S,+H,on
23763,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C19H22O3,+H,off
23764,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C16H22O4,+Na,off
23765,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C19H19NO3,+H,off
23766,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C18H28O4,+H,off
23767,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C14H10O8,+H,on
23769,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C11H12O8,+K,off
23770,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C11H12O7S,+Na,off
23774,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C15H28O5,+Na,off
23776,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C19H19ClN2,+H,off
23778,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C15H14O3S,+K,off
23779,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C7H15O10P,+Na,off
23780,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C14H18N4O3,+Na,off
23781,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C16H10O7,+H,off
23782,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C11H16O8,+K,off
23783,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C16H20NO4,+Na,off
23784,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C15H20O7,+H,off
23785,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C10H10N7O2S,+Na,off
23786,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C15H13ClFNO2,+Na,off
23787,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C14H14O5S,+Na,off
23788,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C12H14N4O2S,+K,off
23790,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C12H14N4O3S,+Na,off
23791,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C16H12O7,+H,off
23792,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C10H14O10,+Na,off
23794,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C17H15NO4,+Na,on
23796,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C19H17NO4,+H,off
23797,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C11H14O8S,+Na,off
23798,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C12H18O4S2,+K,off
23799,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C14H10O8,+Na,off
23800,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C7H15O10P,+K,on
23801,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C14H26O7,+Na,off
23802,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C11H16O9,+K,off
23803,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C16H10O8,+H,off
23804,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C11H12BrN5O,+Na,off
23805,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C15H11ClO7,+H,off
23806,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C15H10ClN3O3,+Na,off
23807,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C9H15NO8P,+K,off
23808,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C14H14O5S,+K,off
23810,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C19H28NO3,+Na,off
23811,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C20H16O4,+Na,off
23813,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C20H32O5,+H,off
23814,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C16H26O7,+Na,off
23815,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C17H20O8,+H,off
23816,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C16H28O8,+H,off
23817,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C15H30N6O4,+H,off
23818,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C18H10O6,+K,off
23820,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C20H24O6,+H,off
23824,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C9H14N3O8P,+K,off
23825,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C22H42O4,+H,off
23828,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C25H43NO,+H,off
23829,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C22H30O5,+H,on
23830,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C20H32O5,+Na,on
23831,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C18H18N2O7,+H,off
23832,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C16H20N2O7,+Na,off
23834,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C15H11ClO7,+K,off
23835,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C20H34O4,+K,off
23836,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C22H29FO4,+H,off
23839,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C17H17O8S,+H,off
23840,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C22H22FN3O2,+H,off
23842,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C17H20N2O5S,+Na,off
23843,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C24H36O4,+H,on
23844,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C21H36O4,+K,off
23845,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C18H30O8,+Na,off
23846,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C21H26F2O5,+H,off
23848,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C19H34O8,+H,off
23849,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C20H28O8,+H,off
23850,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C22H22O7,+H,on
23851,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C15H22N6O5S,+H,on
23852,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C23H45NO4,+H,on
23853,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C18H14O9S,+H,off
23854,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C17H18O8S,+Na,off
23855,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C20H14O8,+Na,off
23856,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C17H17O8S,+Na,off
23857,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C20H16O8,+Na,off
23858,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C20H32O7,+Na,on
23859,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C22H30O7,+H,on
23860,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C16H18O9S,+Na,off
23861,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C26H36O4,+H,off
23862,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C19H16O9,+Na,off
23863,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C14H19NO9S2,+H,off
23864,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C22H42O4,+K,on
23866,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C17H18O10,+K,off
23867,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C25H45NO4,+H,on
23868,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C19H16O10,+Na,off
23869,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C17H18O10S,+Na,off
23870,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C18H16O9S,+Na,off
23871,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C25H49NO4,+H,on
23873,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C17H20O11,+K,off
23874,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C19H19N3O5S,+K,off
23875,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C24H50S2,+K,off
23876,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C28H46O4,+H,off
23877,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C28H48O4,+H,on
23878,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C20H16O10S,+H,off
23879,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C21H14O10,+Na,off
23881,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C16H18O13S,+H,off
23882,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C21H16O10,+Na,off
23883,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C29H42O4,+H,off
23884,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C27H53NO4,+H,on
23887,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C19H18O11,+K,off
23888,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C19H16O10S,+Na,off
23889,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C18H20O12,+K,off
23890,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C20H18O11S,+H,off
23891,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C23H16O11,+H,off
23892,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C28H46O4,+Na,off
23893,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C27H50O6,+H,off
23894,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C11H20O16P2,+H,off
23896,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C30H44O4,+H,off
23897,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C19H16O13,+Na,off
23898,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C25H34F2O5,+Na,on
23899,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C19H17ClFN3O5S,+Na,off
23901,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C31H46O4,+H,off
23902,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C20H18O12S,+H,off
23903,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C21H16O12,+Na,off
23905,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C28H46O4,+K,on
23908,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C24H48NO7P,+H,on
23909,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C24H51NO7P,+H,on
23910,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C30H50O3,+K,on
23911,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C29H20O8,+H,off
23912,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C24H50NO7P,+H,on
23913,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C10H17N7O11S2,+Na,off
23914,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C21H43N5O7,+Na,on
23915,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C26H52NO6P,+H,on
23917,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C30H47NO4S,+H,on
23918,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C26H48NO7P,+H,on
23919,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C21H14O14,+Na,off
23920,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C25H52NO7P,+H,on
23922,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C26H55NO7P,+H,on
23923,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C24H20O12S,+H,off
23924,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C22H23O12S,+Na,off
23925,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C23H21O13,+K,off
23926,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C28H48NO7P,+H,on
23927,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C26H50NO7P,+Na,on
23928,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C21H20O14,+K,off
23929,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C25H19O12S,+H,off
23930,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C26H52NO7P,+Na,on
23931,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C28H50NO7P,+H,on
23933,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C26H54NO7P,+Na,on
23934,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C23H23O13,+K,off
23935,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C23H22O13,+K,off
23936,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C26H53NO7P,+Na,on
23937,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C16H24N2O15P2,+H,off
23939,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C24H20O12S,+Na,off
23940,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C24H22O13,+K,off
23941,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C24H24O14,+K,off
23943,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C26H53NO7P,+K,on
23944,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C27H20O12,+Na,off
23945,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C37H66O4,+H,on
23946,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C25H22O14,+K,off
23947,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C25H24O13S,+Na,off
23948,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C16H23N5O15P2,+H,off
23950,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C23H26O14S,+K,off
23951,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C15H24N2O17P2,+Na,off
23952,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C17H30Cl2N5O8PS,+Na,off
23953,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C37H46O5,+K,on
23954,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C16H23N5O15P2,+Na,off
23956,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C39H66O5,+H,on
23957,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C16H25N5O16P2,+Na,off
23959,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C27H32O15,+Na,on
23960,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C28H33O14,+Na,on
23964,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C35H64O9,+Na,on
23967,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C34H32FeN4O4,+K,on
23968,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C27H24O19,+H,off
23970,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C36H69NO8,+Na,on
23971,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C39H38O10,+H,off
23972,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C37H62O10,+H,on
23973,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C40H40O10,+H,off
23974,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C26H26O20,+Na,off
23975,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C47H76O2,+H,on
23976,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C45H78O2,+Na,on
23977,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C36H69NO8,+K,on
23979,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C27H18O20S,+H,off
23980,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C37H69O8P,+Na,on
23981,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C39H80N2O6P,+H,on
23982,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C36H66NO10P,+H,on
23983,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C46H80O2,+K,on
23984,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C39H79N2O6P,+H,on
23985,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C39H81N2O6P,+H,on
23986,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C36H68NO10P,+H,on
23987,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C37H71O8P,+K,on
23988,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C39H69O8P,+Na,on
23989,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C39H81N2O6P,+Na,on
23990,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C39H80N2O6P,+Na,on
23991,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C40H70NO8P,+H,on
23992,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C39H71O8P,+Na,on
23993,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C39H63NO10,+Na,on
23994,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C38H76NO8P,+Na,on
23995,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C40H74NO8P,+H,on
23996,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C40H76NO8P,+H,on
23998,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C38H63NO11,+Na,on
23999,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C44H84O6,+Na,on
24000,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C36H52O14,+Na,off
24001,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C41H72NO8P,+H,on
24002,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C40H66O12,+H,on
24003,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C37H70O12S,+H,on
24004,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C41H74NO8P,+H,on
24005,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C41H72NO7P,+Na,on
24006,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C42H80NO7P,+H,on
24007,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C39H80N2O6P,+K,on
24008,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C40H79O8P,+Na,on
24009,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C38H76NO8P,+K,on
24010,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C41H78NO8P,+H,on
24011,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C41H71O8P,+Na,on
24012,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C43H71O8P,+H,on
24013,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C41H74O10,+Na,on
24014,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C43H73O8P,+H,on
24015,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C41H75O8P,+Na,on
24016,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C41H82NO8P,+H,on
24017,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C40H76NO8P,+Na,on
24018,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C49H78O4,+Na,on
24019,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C42H80NO8P,+H,on
24020,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C43H70NO8P,+H,on
24021,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C41H75O8P,+K,on
24022,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C43H72NO8P,+H,on
24023,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C41H74NO8P,+Na,on
24025,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C43H76NO8P,+H,on
24026,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C44H81O8P,+H,on
24027,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C43H74NO7P,+Na,on
24028,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C44H84NO7P,+H,on
24029,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C43H84NO8P,+H,on
24031,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C42H75O10P,+H,on
24032,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C40H77O10P,+Na,on
24033,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C44H84NO6P,+Na,on
24034,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C33H22O21,+Na,on
24035,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C41H74NO8P,+K,on
24036,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C42H78NO8P,+Na,on
24037,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C34H20O22,+H,off
24038,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C44H78NO8P,+H,on
24039,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C42H80NO8P,+Na,on
24040,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C44H86NO6P,+Na,on
24041,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C45H85N2O6P,+H,on
24043,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C45H70NO8P,+H,on
24044,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C42H84NO8P,+Na,on
24045,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C45H91N2O6P,+H,on
24046,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C43H74NO8P,+Na,on
24048,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C44H82NO8P,+H,on
24049,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C45H74NO8P,+H,on
24050,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C44H86NO8P,+H,on
24051,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C20H27N10O18P3,+H,off
24052,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C43H78NO8P,+Na,on
24053,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C42H79O10P,+Na,on
24054,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C43H84NO8P,+Na,on
24055,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C43H82NO8P,+Na,on
24056,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C42H82NO10P,+H,on
24057,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C41H78NO10P,+Na,on
24058,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C43H86NO8P,+Na,on
24059,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C45H84NO8P,+H,on
24062,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C38H74O13P2,+H,on
24064,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C44H79O10P,+H,on
24065,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C46H76NO8P,+H,on
24067,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C38H76O13P2,+H,on
24069,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C47H72NO8P,+H,on
24070,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C52H88O6,+H,on
24071,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C45H91N2O6P,+Na,on
24072,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C46H82NO8P,+H,on
24073,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C42H78NO10P,+Na,on
24074,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C44H76NO10P,+H,on
24075,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C45H76NO8P,+Na,on
24076,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C44H88NO8P,+Na,on
24077,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C52H94O6,+H,on
24078,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C50H96O6,+Na,on
24079,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C47H91O8P,+H,on
24080,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C46H86NO8P,+H,on
24081,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C46H84NO7P,+Na,on
24082,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C48H82NO7P,+H,on
24083,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C47H96N2O6P,+H,on
24085,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C44H84NO8P,+K,on
24087,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C44H81O10P,+Na,on
24089,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C45H88NO8P,+Na,on
24090,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C45H87NO10,+Na,on
24091,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C46H94N2O6P,+Na,on
24092,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C46H81O10P,+H,on
24093,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C51H94O6,+Na,on
24094,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C50H90O6,+K,on
24095,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C46H91O8P,+Na,on
24096,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C45H91N2O6P,+K,on
24097,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C53H92O6,+H,on
24098,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C46H83O10P,+H,on
24099,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C46H69NO12,+H,on
24100,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C42H79NO11S,+Na,on
24101,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C46H84NO8P,+Na,on
24102,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C33H28O24,+Na,off
24103,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C51H98O6,+Na,on
24104,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C46H80NO8P,+Na,on
24105,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C48H82NO8P,+H,on
24106,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C47H93N2O6P,+Na,on
24107,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C48H86NO8P,+H,on
24108,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C54H92O6,+H,on
24109,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C49H93O8P,+H,on
24110,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C45H89N2O7P,+K,on
24111,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C46H90NO8P,+Na,on
24112,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C46H80NO10P,+H,on
24113,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C51H96O6,+K,on
24114,2018-05-15_22h52m29s,HK_S2_N2_20um_New,C41H82O13P2,+H,on
